酒店福州职业技术学院	福州职业技术学院
崇州喜来登	成都天府丽都喜来登饭店
怀化南站旅馆	怀化站
保利银滩附近酒店	阳江保利银滩度假酒店（海上林语）
武汉 丽枫	麗枫酒店（武汉天河机场巨龙大道店）
阳澄湖跳伞	阳澄湖
成都希尔顿欢朋	成都大邑希尔顿欢朋酒店
张北中都原始草原度假村	中都草原
田横山	田横山文化公园
黄山歙县酒店	歙县
酒店万象城	水碾河万象城
双月湾沙滩民宿	惠州双月湾沙滩度假酒店（虹海湾2期店）
海南三亚旅行	三亚湾春节期间便宜阳台大床房客栈
长沙到大连机票	长沙大道(地铁站)
上海金陵	上海银发大酒店
重庆北站安徽蚌埠北站	重庆斯坦利酒店（火车北站）
格林豪泰汕头澄江路商务酒店	格林豪泰慈溪市周巷镇嘉悦广场商务酒店
泸定路儿童医院	上海市儿童医院
陵县中兴路尚客优	尚客优酒店山东德州陵城区中兴路银座商城店
舟山大	舟山皇池水会大酒店
永泰云顶露营	永泰云顶云仙居客栈
 清远熹乐谷	勤天熹乐谷
赫尔辛基到上海的机票	上海赫尔森康复医院
幸福宾馆	滁州幸福宾馆(滁州北站店)
岩泉风景区	岩泉禅寺
江门恩平爱必侬泉林酒店三房	恩平泉林酒店
汉庭酒店拉萨	汉庭拉萨布达拉宫酒店
马尔康观音桥镇的酒店	观音桥镇
重庆江北机场t3航站楼酒店	重庆江北国际机场-T3A航站楼
南京丽枫工业大学	麗枫酒店·南京工业大学地铁站宝隆广场店
禹州到神垕古镇	神垕老街
从涠洲岛返回北海的船票	涠洲岛暖囧临海客栈
商丘金豆宾馆	商丘金豆宾馆
碑	象岗史迹碑
华山附近住宿	华山
大理古城暮栖	大理古城黑白所客栈
阿那亚 亲子	阿那亚
清远熹乐谷度假酒店	熹乐谷温泉度假酒店温泉
大连海景房星海广场	大连星海广场猪猪侠民宿(南关中街分店)
恩施功略2天	恩施土家族苗族自治州友趣家公寓(金桂大道分店)
湖北商贸学院附近宾馆	湖北商贸学院
铁道学院站	铁道学院(地铁站)
如家快捷酒店汉口	茹家主题旅馆(武汉高铁站店)
华庭大酒店	华庭假日酒店
花博汇 民宿	武汉花博汇
金洋宾馆	长春市金洋宾馆
嶂石岩 住宿	嶂石岩风景名胜区
安吉悦榕庄自助餐	安吉悦榕庄
恩施功略2天	恩施土家族苗族自治州超锅公寓
云鼎国际	三江云鼎国际大酒店
丽君宾馆	喀左县丽都宾馆
园林植物园	桂林晞晞公寓(桂林园林植物园分店)
漳河湾风景区	锦山风景区
郑州胜似闲庭酒店	郑州胜似闲庭酒店
意大利旅行包车	Happy时光青年旅舍(意大利风情区)
正隆新苑	正隆新苑
上海海昌旅游旗靓店	上海海昌海洋公园(携途专营店)
建德航空小镇新联	建德航空小镇新联飞行露营地
郑州璞丽岚山酒店	郑州璞丽岚山酒店
安顺金博酒店	安顺紫云金博宾馆
幸福宾馆	荥阳幸福宾馆
南昌二附院周边酒店	南昌大学第二附属医院红角洲院区
安期谷山庄	舟山安期谷山庄
广东女子职业技术学院(番禺校区)	广东女子职业技术学院(番禺校区)
南昆山富力养生谷温泉度假别墅	惠州南昆山富力养生谷潮流温泉度假别墅
丽江束河凰御客栈	丽江束河秋玥枫舍客栈
石景山古城	古城公园
南极旅游	南极宫
惠州到襄阳市	襄阳市襄州区中医医院
清远广东仙踪行热气球乐园	英德乐天游热气球基地
珠海南屏	南屏
博智东园	博智东园
大理古城天龙八部影视城+门票	天龙八部城
美团	美团站点
惠东双月湾虹海美宿	惠东双月湾君尚豪庭公寓
嘉应大学西门	嘉应大学
慧梵智选公寓	四季智选国际酒店公寓
丽江 用车	丽江市
荣顺国际大酒店	龙岩荣顺国际大酒店
王焰温泉套餐	苏州湾王焰温泉
铜仁火车站附近酒店	铜仁南站
乐山峨眉山与湖山悦温泉别墅	乐山峨眉山与湖欧式独栋别墅
大同到涠洲岛	涠洲岛姨姨的院
大连东北财经大学	东北财经大学
凤凰古城自驾2日游	湘西州凤凰古城景区
华师附中汕尾海豚湾	华南师大附中汕尾学校
鼓浪屿四日游	厦门市鼓浪屿风景名胜区
二日游千岛湖	千岛湖风景区
从涠洲岛返回北海的船票	北海涠洲岛向子里客栈
珠海布丁酒店	珠海新骏景万豪酒店
十里银滩快艇	惠州十里银滩万事通权仔度假别墅
珠海上品	信汇上品苑
北海涠洲岛石螺湾	涠洲岛隐拙云庐私家庭院
苏绵公园	苏绵公园
涠洲岛野屿望琼	涠洲岛浣花屿民宿
滇南	海埂
碧呈民宿	成都高逸金沙酒店
西岸·第一城	西岸·第壹城
十字绣清明上河图	亚朵酒店（开封清明上河园店）
北海涠洲岛2天自由行	北海涠洲岛海风之夜客栈
黄果树瀑布一日游接送	黄果树风景名胜区-观音洞
北京通州区希尓顿欢朋酒店	北京物资学院路希尔顿欢朋酒店
广州医科大学附属第一医院大坦沙院区附近	广州医科大学附属第一医院国家呼吸医学中心
湖州长兴锦江之星酒店	锦江之星长兴长吕路酒店
萧山开元曼居酒店	开元曼居·杭州萧山机场瓜沥店
徐汇漕河泾	徐汇漕河泾开发区
从小七孔到黄果树	小七孔-古桥
漳州南靖山城	山城中心幼儿园
聊城阿尔卡迪亚	荣盛阿尔卡迪亚北区
榆林阳光商务大厦	阳光大楼
皇家极地馆	哈尔滨极地公园·海洋馆
丽江祥云精品客栈	丽江蝴蝶谷精品酒店
虹泰宾馆	金华虹泰宾馆
江岸区洞庭街	洞庭街
杭州嘉源商务酒店	杭州嘉源商务宾馆
保亭中学	保亭县三道中学
保利银滩附近酒店	阳江保利格莱斯度假公寓（海陵岛保利银滩店）
酒泉城市客栈商务宾馆	敦煌骆驼花精品城市客栈
月湖	碧源月湖·荣园
云顶高原度假屋	桐庐红灯笼小木屋度假村
崂山垂钓	青岛崂山国家级风景名胜区
自贡文庙	富顺文庙西湖4A级景区文庙景点
鸥悦	永嘉瓯悦宾馆
土桥附近的酒店	土桥中心小学
湖州龙之梦附近酒店	太湖龙之梦乐园
碧桂园秋长十里	云途海景酒店（惠州碧桂园十里银滩店）
北海涠洲岛5天4晚	涠洲岛晴海客栈
新程	新程酒店北屯购物公园店
沐家villa	苏州沐家宾馆
凉山 旅游	凉山彝族自治州小贝之家公寓
彤航	彤航宾馆
连云港站到温州站	连云港站
假日酒店南京路	上海南京路步行街假日酒店
石狮德辉广场	德辉广场
4日游恩施	恩施土家族苗族自治州少数民宿
舟山临城新区千岛路附近的酒店	千岛路
广州南站到深圳宝安	广州南站金海湾精品公寓
大理 喜洲 包车	洱海喜洲桃源风景区
北京市朝阳区妇幼保健院附近	北京市朝阳区妇幼保健院
高州简尚酒店	简尚精品酒店
海曙恒一广场民宿	恒一广场
美宿欢漫酒店五一广场	美宿欢漫酒店（五一广场黄兴广场地铁站店）
安顺高铁西站到广州南站	广州南站小屋公寓
中山贴边客栈	中山贴边客栈
新疆伊犁飞机票预定	伊犁哈萨克自治州苗条的猪公寓
龙门民宿	龙门高铁站
曾厝埯电动车	曾厝垵西边
古北水镇大酒店套餐	北京福润德农家院（古北水镇）
金华舞龙峡	舞龙峡·财区
桂平市金凤凰大酒店	桂平市金凤凰大酒店
广州阿祥公寓	广州阿翔公寓(2号店) 
龙翔谷温泉	绵州温泉
富力皇冠假日酒店	广州花都裕都宾馆
蜀都万达广场店	凯里亚德酒店（郫县蜀都万达店）
云谷酒店	安欣城际酒店云谷店
广州天湖旅游风景区	广州湖心岛旅游风景区
云隐山居	腾冲和顺隐山居客栈
到池州车站	池州火车站
江苏常州火车站	常州北站
漳州如意酒店	如家云系列-漳州古城商业街派柏·云酒店
碧泉空中温泉附近住宿	碧泉空中温泉
元江家庭房	元江哈尼族彝族傣族自治县
波比电竞酒店	怀化潮汇电竞酒店(昌顺广场店)
养马岛游艇	礁石滩公园
贡山大峡谷酒店	耀凯大峡谷
宁波喜悦宾馆	宁波喜悦宾馆
云南丽江白沙镇客栈	丽江白沙古镇佳里客栈
美的探索	美的鹭湖探索王国
福州北站火车站	福州站
太原的酒店g酒店	G酒店（太原北大街万达广场店）
温州到云南永胜县	永胜县
江北机场飞三义	T3航站楼(地铁站)
希雅兰酒店钦州	希雅兰酒店(钦州年年丰店)
海棠区的酒店	三亚海棠湾豪生潜水
新风枫顺宾馆	新丰金帝豪宾馆
绿城千岛湖270	绿城千岛湖喜来登度假酒店绿城水上俱乐部&游艇
慕田峪长城景区直通车	北京慕田峪长城圣桦阁农家院
卡拉麦里有蹄类自然保护区	卡拉麦里有蹄类自然保护区
阆中观云小驻客栈	阆中观云小驻客栈
宜能国际大酒店	宜兴宜能国际大酒店
清远金子山酒店	清远金子山森林雪谷壮瑶度假村
zhjj碧桂园凤凰酒店	长沙碧桂园凤凰酒店
广州长隆野生动物世界名宿	香江野生动物世界
青城不知夕	成都云深不知处公寓(永顺路分店)
峨眉山金顶大酒店套餐	峨眉山金顶大酒店
喆 菲	喆啡酒店成都建设路东郊记忆广场店
双月湾沙滩民宿	双月湾沙滩
淮安到盱眙汽车票	盱眙县
杭州98度假别墅	杭州恬静淡水度假别墅
溧阳旅行	溧阳市
常州到上海南翔北站	南翔汽车站
康城假日酒店	南康康城假日酒店
海南三亚旅游5天4晚亲子亚特兰蒂斯	亚特兰蒂斯酒店泳池
珠海横琴露营	横琴口岸
杭州98度假别墅	杭州他曾经有五只猫度假别墅(枫桦路分店)
泸沽湖三日游丽江出发	泸沽湖挖巴农家园
长冶	长冶·南阳锦城
禄劝转龙镇的酒店	转龙镇中学
宁波龙观住宿	龙观乡人民政府
福州市仓山区城门镇浚边村	中共浚边村总支委员会
福建省闽江饭店	福州闽江映象公寓
野花沟	野花沟
北京速8酒店北京口腔医院	速8酒店北京前门珠市口东大街店
大理古城花筑银月	大理古城8090客栈
东莞站到佛山西	东莞火车站
乌鲁木齐麓枫酒店	麗枫酒店·乌鲁木齐高铁万达广场店
宝丰到竹溪	竹山县宝丰镇施洋小学
天台漂流	苏州天台山宾馆
苏州昆山阳澄湖费尔蒙酒店	昆山阳澄湖费尔蒙酒店
启程酒店（深圳公明合水口地铁站店）	启程酒店（深圳公明合水口地铁站店）
成都美丽亚	成都盛美利亚酒店
秋果酒店上海徐家汇	秋果酒店(上海徐家汇交通大学地铁站店)
佛山鹭湖花园酒店	佛山美的鹭湖奢享花园别墅
北京首都接送机	北京首都机场主题民宿
宝丽金酒店	武汉宝丽金回家公寓
浦江汽运中心到兰溪北站	浦江汽运中心客运总站
优道合精品酒店附属医院店	贵尚精品酒店(济宁古槐路附属医院店)
成都到围洲岛	北海涠洲岛成都有一间客栈
三亚自由行6天5晚仁恒	三亚海棠湾仁恒皇冠假日度假酒店
邵阳新宁崀山攻略	崀山国际大酒店
亦城国际酒店景洪	景洪雅林大酒店（机场店）
新疆伊犁飞机票预定	伊犁哈萨克自治州美缘公寓
富源酒店	富源站
石家庄柏林庄学校酒店	柏林庄学校
富阳龙门山	富阳龙门山滑雪场
海友酒店五角场	海友上海五角场长海医院酒店
广州阅江中路380号	广州琶洲会展中心
恩施功略2天	恩施土家族苗族自治州胖得任性酒店式公寓
碗窑峡漂流	百岁峡抢滩漂流
惠东双月湾旅游攻略	惠州港口双月湾时光里海边客栈
崂山垂钓	崂山顿时美遇度假别墅（崂山风景区）
图们t	图们市人民医院
泉州高铁站附近的酒店民宿	动车站
新加坡滨海湾金沙酒店	新加坡花园
潮曼酒店莲花村	潮漫酒店·北京未来科技城店
新疆 独库公路	独库公路
长春华美家快捷酒店一汽店	长春华美家快捷酒店一汽店
欧洲	欧洲世家
衡山自驾游攻略	南岳衡山风景区商圈
武汉七天连锁酒店湖北大学	7天连锁酒店(武汉徐东湖北大学店)
海陵岛大角	闸坡大角湾
恩施功略2天	恩施土家族苗族自治州M.Y.Home Coco客栈
布丁酒店济南趵突泉	格林豪泰淄博柳泉路沃尔玛广场快捷酒店
深航国旅	深圳深航国际酒店
成都江渝饭店	成都铂瑞菲儿国际酒店公寓
佛山和逸商务住宿	佛山和逸商务住宿
惠州簨寮湾酒店麻将房	巽寮湾德泽园酒店沙滩
西安附属医院第二医院	汉中市第二人民医院核酸采样点
泰顺沐芸云台	云台山
朱家尖蜈蚣峙码头名宿	蜈蚣峙码头
武义唐风温泉套票	唐风温泉
广州越秀正佳环市中心	广州学士之家公寓(环市东路分店)
西岭雪山报团	西岭雪山
金通宾馆	金通宾馆
红溪瀑布	红溪景区
大连机场附近酒店	周水子
丽江古城南侧	丽江古城砚斋客栈
罗源湾海洋世界双人票	福州罗源湾海洋世界旅游区
海淀区上地最便宜旅店	13号线上地
拉萨乾和	拉萨味江土鲢鱼宾馆
解放军昆明总医院附近的酒店	中国人民解放军联勤保障部队第九二〇医院
稻城亚丁村景区住宿	洛绒牛场
武汉市优居酒店	优居酒店（武汉光谷科技会展中心店）
普济寺附近的酒店	普陀山桃源禅居（普济寺店）
盘州市红果酒店	格林豪泰盘州市东湖公园彩虹桥商务酒店
茂名化州市实验中学酒店	化州市实验中学
旅顺两日游	旅顺站
恩施功略2天	恩施土家族苗族自治州玄玄 特色民宿
广州南站到深圳宝安	广州南站阿里巴迪酒店
维也纳湘府	维也纳国际酒店长沙湘府路店
泸沽湖津云	泸沽湖骑行
乐亭邂逅	唐山邂逅海景公寓
永新将军洲际酒店	永新将军洲际酒店
格林豪泰太原地铁涧河站北宫快捷酒店	格林豪泰太原柳巷铜锣湾商务酒店
汉口。	汉口火车站(地铁站)
临河维也纳智好	维也纳智好酒店（内蒙古鸿臣鸿雁故里店）
海陵岛保利云缦	阳江海陵岛保利帕瑞戴斯云缦度假公寓陈永毅(保利大道分店)
听雨轩客栈	景洪听雨轩客栈
三明到南京南站	南京南站百家湖盘地铁房公寓
凯旋门宾馆	赣州龙南凯旋门宾馆
登封实验中学	登封市第一高级中学
林芝牧云精品民宿	林芝诺央林精品客栈
兵马俑价格	兵马俑 《秦》剧
富池宾馆	富池客运站
青浦夏阳湖	夏阳湖
哈尔滨医科大学附属第一医院附近宾馆	哈尔滨医科大学附属第一医院
景德镇民窑博物馆	民窑博物馆
啤酒节苏州	苏州市
艾美下午茶	石梅湾艾美度假酒店儿童俱乐部
万象二号艺术酒店	百双艺术酒店
皇冠延庆	北京金隅八达岭皇冠假日酒店
阿克苏温宿机场	阿克苏机场
广州 黄埔古港	黄埔古港
和颐-沈阳故宫中街地铁站店	和颐-沈阳故宫中街地铁站店
西安如家酒店西影路	如家快捷酒店(西安西影路等驾坡店)
地窝堡国际机场住宿	丽程酒店（乌鲁木齐地窝堡国际机场店）
北海涠洲岛5天4晚	涠洲岛蓝海小筑
涿州旅馆	涿州市
上海迪士尼乐园3天	迪士尼度假区
罗斯福优选公寓	大连天兴罗斯福公寓
福州拓福精品酒店公寓	火凤凰招待所
荔波县城酒店	荔波县小城故事酒店
7条优品酒店	7天优品·厦门机场殿前店
南京浦口维也纳	维也纳酒店南京浦口浦珠中路店
栖菲酒店	24H栖菲酒店（应天门店）
恩施功略2天	恩施土家族苗族自治州谭晓芳客栈
黔南亲子	黔南布依族苗族自治州lotto house公寓
